,count,cluster,terms
26,7,8,"Index(['chang', 'support', 'trump', 'mani', 'sander', 'time', 'pennsylvania',
       'need', 'berni', 'twitter', 'thing', 'yelltrump', 'gone', 'far',
       'metaverag', 'own', 'handlsoro', 'meet', 'world', 'tell'],
      dtype='object')"
8,7,32,"Index(['million', 'popular', 'vote', 'trump', 'lost', 'hillari', '3', 'access',
       'millionaccept', '1', 'offer', 'inaugur', 'child', 'son', 'donald',
       'run', 'petul', 'make', 'outburst', 'final'],
      dtype='object')"
31,7,31,"Index(['trump', 'kind', 'got', 'elect', 'peopl', 'left', 'ask', 'email',
       'impact', 'commun', 'dreamerfriend', 'elector', 'amp', 'lobbyist',
       '10000', 'vote', 'voteguess', 'major', 'nhey', 'count'],
      dtype='object')"
12,7,37,"Index(['trump', 'liar', 'old', 'treason', 'crimin', 'parad', 'email', 'give',
       'leeway', 'criminbig', 'pant', 'fire', 'love', 'show', 'know', 'look',
       'amp', 'hack', 'towerbasement', 'unfortun'],
      dtype='object')"
28,7,47,"Index(['also', 'trump', 'dt', 'insult', 'l', 'inspir', 'found', 'first', 'net',
       'neg', 'approv', 'ratetrump', 'hair', 'cut', 'act', 'shortroger',
       'staubach', 'armi', 'navi', 'deserv'],
      dtype='object')"
15,7,22,"Index(['trump', 'amp', 'differ', 'media', 'say', 'agenc', 'msm', 'labor',
       'expand', 'ec', 'criteria', 'gov', 'unemploy', 'rate', 'presid', 'talk',
       'economihrc', 'holi', 'stupid', 'pv'],
      dtype='object')"
36,6,42,"Index(['daughter', 'trump', 'r', 'berlin', 'rather', 'first', '12', 'german',
       'wrongtrump', 'cabl', 'news', 'expert', 'call', 'incid', 'terror',
       'attackbut', 'author', 'pray', 'note33', 'ultim'],
      dtype='object')"
33,6,30,"Index(['train', 'ck', 'ncsl', 'member', 'new', 'amp', 'work', 'forward',
       'look', 'elect', 'recent', 'trump', 'get', 'u', 'return', 'need',
       'palestinian', 'full', 'reason', 'rights1st'],
      dtype='object')"
56,6,19,"Index(['trump', 'put', 'make', 'america', 'bibl', 'alway', 'donald', 'presid',
       'j', 'luckcongrat', 'good', 'celebr', 'solid', 'via', 'era',
       'smokeconservat', 'great', 'hand', 'unwelcomwait', 'americafirst'],
      dtype='object')"
50,6,49,"Index(['trump', 'apprentic', 'tape', 'use', 'show', 'get', 'back', 'obama',
       'nwordtrump', 'help', 'electactor', 'claim', 'copi', 'bring', 'elect',
       'sat', 'gong', 'coincidtrump', 'threaten', 'actor'],
      dtype='object')"
37,5,0,"Index(['trump', 'white', 'presid', 'could', 'actual', 'hous', 'seller',
       'critic', 'supremacist', 'carlson', 'nonsens', 'vs', 'tariq', 'nashe',
       'hire', 'cabinet', '122016know', 'pick', 'wake', 'base'],
      dtype='object')"
21,5,46,"Index(['trump', 'fuck', 'voter', 'lung', 'mind', 'traitor', 'fraud', 'need',
       'like', 'water', 'schadenfreud', 'bout', 'moronknow', 'host', 'shout',
       'surrog', 'stop', 'lie', 'idiotfuck', 'shitfuck'],
      dtype='object')"
49,5,55,"Index(['pleas', 'trump', 'elect', 'russia', 'investig', 'gorgeou', 'share',
       'propaganda', 'cycl', 'say', 'feel', 'peotu', 'w', 'pocket',
       'usamcconnel', 'traitor', 'belong', 'prison', 'cover', 'putin'],
      dtype='object')"
48,5,14,"Index(['stori', 'trump', 'news', 'fake', 'saw', 'surpris', 'briefmsm', 'fail',
       'pick', 'russia', 'act', 'electfake', 'post', 'domin', 'newspap',
       'publish', '2013', 'tax', 'returnfake', 'intel'],
      dtype='object')"
46,5,54,"Index(['rememb', 'elect', 'econom', 'trump', 'collaps', 'anxieti', 'racismone',
       'preserv', 'retir', 'fund', 'comeargu', 'back', 'postelect', 'someon',
       'point', 'fact', 'attack', 'citizenship', 'racism', 'hatr'],
      dtype='object')"
45,5,38,"Index(['trump', 'believ', 'donald', 'presid', 'state', 'unit', 'much', 'happi',
       'leav', 'lot', 'mess', 'rusia', 'etciam', '45th', 'obama', 'seriou',
       'desirpeopl', 'never', 'learn', 'u'],
      dtype='object')"
42,4,56,"Index(['trump', 'sell', 'limit', 'cross', 'refer', 'lie', 'slickfk', 'corrupt',
       'access', 'even', 'littl', 'epa', 'year', 'hat', 'avail', 'suppli',
       'jamaicaav', 'fucktrump', 'nyc', 'partifile'],
      dtype='object')"
6,4,23,"Index(['trump', 'must', 'target', 'impeach', 'american', 'place', 'interest',
       'self', 'base', 'retali', 'would', 'terrorist', 'potenti', 'hotel',
       'divest', 'trumptrump', 'push', 'promis', 'addressmust', 'home'],
      dtype='object')"
40,3,12,"Index(['gop', 'trump', 'michael', 'make', 'ye', 'clubye', 'fan', 'putin',
       'turn', 'stun', 'took', 'moor', 'finealso', 'pay', 'stop', 'elector',
       'sure'],
      dtype='object')"
55,3,6,"Index(['trump', 'tower', 'health', 'secret', 'server', 'alpha', 'bank',
       'russia', 'spectrum', 'dot', 'amp', 'eg', '2', 'least', 'chicago',
       'connect', 'someon', 'reportappear', 'storiconnect', 'locat'],
      dtype='object')"
59,3,13,"Index(['trump', 'offens', 'tom', 'everi', 'play', 'tomorrow', 'everquestion',
       'thing', 'racist', 'say', 'hold', 'tape', 'claim', 'arnold', 'electtom',
       'onto', 'defens'],
      dtype='object')"
